Ward,Latitude,Longitude,Irradiance_kWh/m2/day,Ambient_Temperature_C
Murera Ward,-1.0959724466446263,36.93983688354776,5.4,18.6
Theta Ward,-1.1555252017090651,37.01573436851562,5.51,19.3
Visoi Ward,-0.1562245549681183,35.87534171966926,6.13,17.5
Juja Ward,-1.0768739584617353,36.98601710004707,5.4,18.7
Witeithie Ward,-1.0676990801092745,37.034318101888495,5.43,18.7
Kalimoni Ward,-1.1485742480055012,37.10082508081005,5.55,19.3
Thika Township Ward,-1.0305446956234892,37.03322073859749,5.41,18.4
Kamenu Ward,-1.0764570263839155,37.1282494357881,5.51,19.1
Hospital Ward,-1.049248191334723,37.11712261885067,5.45,18.9
Dundori Ward,-0.2453666403195857,36.200902096096605,5.71,17.9
Rurumaward,-3.8798029731361305,39.58560557212624,5.45,25.3
Makutano Ward,1.0917745593772084,35.174763830388706,5.54,18.8
Kaplamai Ward,0.974492461247319,35.10691418422175,5.76,18.8
Motosiet Ward,0.9651764446965752,35.174619199593614,5.75,19.0
Cherangany/suwerwa Ward,1.0313447861252545,35.23691819086539,5.61,18.3
Chepsiro/kiptoror Ward,0.9661563161883322,35.30269698413372,5.7,16.9
Magogoni Ward,-4.019588541091615,39.68627876395786,5.67,26.3
North Uyoma Ward,-0.2576719948171511,34.35097590281543,6.25,23.4
South Uyoma Ward,-0.3381689050579303,34.32361287599752,6.3,23.3
West Uyoma Ward,-0.2725970351256515,34.29020165278927,6.29,23.4
Ukunda Ward,-4.311105009613241,39.55973404409543,5.59,26.3
Kinondo Ward,-4.379430097500507,39.49452756192788,5.54,26.1
Ramisi Ward,-4.463897983921065,39.41398110581629,5.54,25.9
Pongwe Kikoneni Ward,-4.5359910516013455,39.32908026875977,5.64,26.3
Dzombo Ward,-4.453395520262959,39.21945276299404,5.58,25.6
Mwereni Ward,-4.278036323486854,38.85981474518449,5.41,23.9
Vanga Ward,-4.57302286293587,39.14917945564031,5.56,26.3
Kabatini Ward,-0.2091800753474133,36.15826285040909,5.82,19.2
Tsimba Golini Ward,-4.16449380104912,39.50618675397284,5.39,25.2
Waa Ngombeni Ward,-4.155198347410643,39.594647773057744,5.64,26.2
Kamara Ward,-0.1449493835036363,35.67042248372232,5.89,13.9
Tiwi Ward,-4.230207551538617,39.56381491200205,5.55,26.0
Kubo South Ward,-4.304644441602873,39.37271185703613,5.35,24.9
Waseges Ward,0.1008143919555518,36.23592479906743,6.03,21.5
Kabazi Ward,-0.1048283784072338,36.13078880236075,5.96,20.6
Kapyego Ward,1.1210121513922278,35.50593635093718,5.62,10.6
Sambirir Ward,1.0657929522939988,35.61680835436691,5.9,19.9
Mkongani Ward,-4.257804772465522,39.28439756730166,5.44,25.3
Ndavaya Ward,-4.189687860099118,39.1058756655836,5.39,25.3
Puma Ward,-4.057815204163251,39.05215140178224,5.37,24.8
Kinango Ward,-4.087540662726905,39.42592731231469,5.38,25.3
Mackinon Road Ward,-3.8014844493511712,39.120539266443785,5.31,24.9
Chengoni/samburu Ward,-3.7783610598949937,39.26609268963538,5.33,25.4
Mwavumbo Ward,-3.900769179936324,39.40810495984454,5.31,25.7
Kiamaina Ward,-0.2313733201347104,36.08833576000757,5.31,18.3
Kasemeni Ward,-3.999919120756798,39.43679080118352,5.35,25.5
Gatuanyaga Ward,-1.0818329175552026,37.179491662229445,5.54,19.1
Ngoliba Ward,-1.0654038606290397,37.29093506774947,5.56,19.7
Gitothua,-1.1315136496443243,36.91335708936767,5.38,18.8
Mahoo Ward,-3.361298625155858,37.70393128828558,5.6,22.9
Kimulot Ward,-0.5336827892087292,35.256024391485404,5.54,18.9
Mogogosiek Ward,-0.6240848005917896,35.28698110378501,5.52,18.6
Boito Ward,-0.52314620474765,35.41723660581196,5.21,17.4
Embomos Ward,-0.6030675930406287,35.36196257338116,5.39,17.9
BOMBABA BORABU,-0.8978083682942496,34.77590242557329,5.74,19.6
Soin Ward,-0.0520574447375055,35.98634283747641,6.18,19.3
Kemeloi-maraba Ward,0.017421708454554,34.890882856985186,5.85,20.4
Kobujoi Ward,0.0389961060489188,34.96976383244298,5.65,18.6
Kaptumo/kaboi Ward,0.0927545690328229,35.062979751205084,5.55,18.6
Koyo/ndurio Ward,0.0207314540399084,35.04706837051101,5.69,17.8
Nandi hills Ward,0.1081034277004232,35.16539187642319,5.61,17.8
Chepkunyuk Ward,0.1293435412694334,35.241236345282616,5.63,18.4
Mwanda/mgange Ward,-3.374868290866534,38.274474366498985,5.7,18.4
Ronge Ward,-3.4168887428464414,38.452328619077925,5.19,22.3
Igambang`ombe Ward,-0.3604176910365186,37.80850230141812,5.74,22.8
Lelmoko/ngechek Ward,0.3411666428895104,35.18096662756063,5.91,17.8
Mwatate Ward,-3.5716451369732773,38.446845793787766,5.31,21.9
Wusi/kishamba Ward,-3.446352036724575,38.3648999488716,5.03,20.1
Muminji Ward,-0.6137947049349383,37.77226466619115,5.51,23.5
Evurore Ward,-0.4938860017970217,37.81355324394252,5.72,23.7
Lanet/umoja Ward,-0.2945107533586029,36.17765899252167,5.83,19.3
Chepkumia Ward,0.1243803404070835,34.9613089131122,5.74,18.9
Bahati Ward,-0.161118767653009,36.14230423969036,5.88,19.1
Kaptembwo Ward,-0.306164214083268,36.05216992665628,5.97,18.9
Iriaini Ward,-0.461491617708771,37.16329188350517,5.19,16.1
Konyu Ward,-0.5225402442717578,37.12461900391405,5.36,16.3
Kapsabet Ward,0.1640631088293489,35.07933204526891,5.68,18.6
Kilibwoni Ward,0.2155740275771367,35.20034452252002,5.79,18.6
Frere Town Ward,-4.02473272957872,39.69143674445867,5.69,26.3
Kirimukuyu Ward,-0.4703654688562863,37.07767765710018,5.42,16.3
Kapkures Ward,-0.3148330073588846,36.023250826127544,5.99,17.8
Suguta Marmar Ward,0.8978281004384271,36.57717400792653,5.98,18.6
Rhoda Ward,-0.3125426130120339,36.064782310923306,5.97,19.1
Shaabab Ward,-0.2931451547397639,36.05582667901154,5.95,18.8
Soy North Ward,0.4672838050084537,35.59548405742191,5.99,21.7
Soy South Ward,0.2861962710661176,35.65797807421707,6.14,21.1
Biashara Ward,-0.2911209478319554,36.07909859582652,5.91,19.3
Kabwareng Ward,0.1072951486589757,34.89338260638284,5.81,19.5
Ndalat Ward,0.5101195745736266,35.10680299857712,6.07,19.1
Kivumbini Ward,-0.2977977616348012,36.08815866441705,5.92,19.6
Flamingo Ward,-0.3066782182014787,36.07386212809436,5.95,19.3
Menengai Ward,-0.2821783307974451,36.115462325219006,5.86,19.6
Tirioko Ward,1.3670371733670157,35.852846489346604,5.92,23.7
Kolowa Ward,1.111390500829316,35.781342674566766,6.06,21.4
Ribkwo Ward,1.0401851631777868,35.95584601198918,6.21,24.6
Silale Ward,1.0507687105374124,36.1534269196053,6.18,27.9
Loiyamorok Ward,0.8754114279688145,36.0986245691667,6.21,27.1
Kongowea Ward,-4.038979083506989,39.69061368822368,5.71,26.3
Marmanet Ward,0.2637580697473484,36.37495898586738,6.01,17.7
Igwamiti Ward,0.1001322111269223,36.34489685617292,5.85,15.0
Salama Ward,0.2025523947437118,36.64041298746914,6.16,17.8
Ngobit Ward,-0.0426844103641909,36.701920309691445,6.12,16.3
Tigithi Ward,-0.1194103213940459,36.91546159825503,6.1,18.3
Thingithu Ward,0.0228978234216222,37.02411642393828,5.98,18.9
Nanyuki Ward,0.0226565507299857,37.08957908402541,5.9,18.9
Tudor Ward,-4.037122834708146,39.66362893371542,5.65,26.3
Mosop Ward,-0.2631211770548332,35.91302398217761,6.04,15.8
Solai Ward,0.0731225892977093,36.15855864270999,6.18,23.5
Werugha Ward,-3.357701234021602,38.32213993313877,5.58,17.1
Barut Ward,-0.3852563938130328,36.09529597928408,6.0,19.5
London Ward,-0.2707639007556099,36.06259772268711,5.92,18.4
Chaani Ward,-4.02890251353378,39.62453215661488,5.56,26.1
Olkeri Ward,-1.3987467585692137,36.69052377283681,5.36,18.4
Ongata rongai Ward,-1.4004684797310305,36.76993713621474,5.33,19.6
Nkaimurunya Ward,-1.3858891501058836,36.73720942306003,5.31,19.3
Oloolua Ward,-1.3480451593558012,36.67769332516274,5.46,18.4
Ngong Ward,-1.3476807671342494,36.65744407832427,5.58,17.9
Purko Ward,-2.035714213679942,36.74221125852642,5.68,20.8
Ildamat Ward,-1.857541089699316,36.73153465783788,5.59,20.6
Dalalekutuk Ward,-1.9500926964856509,36.92097909183005,5.52,18.9
Matapato north Ward,-2.199053364294037,36.82966140060995,5.53,19.9
Matapato south Ward,-2.4098399105169896,36.77852607568568,5.45,17.3
Kaputiei north Ward,-1.686811884609902,36.875364749682696,5.46,20.0
Kitengela Ward,-1.550369857373263,36.8819264159906,5.44,20.1
Oloosirkon/sholinke Ward,-1.4724766878213795,36.83545744091933,5.44,19.6
Kenyawa-poka Ward,-2.2059717096863047,37.44267130705237,5.52,21.9
Imaroro Ward,-1.945223347706672,37.125498984084544,5.52,19.7
Keekonyokie Ward,-1.5787939679598009,36.53449881467317,5.78,24.9
Manyatta B Ward,-0.0996798542377155,34.783091411255334,6.25,23.8
Chilchila Ward,-0.1676114623666375,35.36681482632861,5.8,21.5
Kapsoit Ward,-0.2975744192537323,35.21816345721711,5.92,19.1
Ainamoi Ward,-0.2712456090552785,35.27855742468817,5.93,20.9
Kapkugerwet Ward,-0.3485878487876478,35.298843382320925,5.61,18.8
Kipchebor Ward,-0.3812217496986884,35.263310187047246,5.61,19.4
Kipchimchim Ward,-0.328732041711567,35.275032234143445,5.73,18.6
Kapsaos Ward,-0.2877685213962543,35.34233928337767,5.86,19.9
Kisiara Ward,-0.4921685711983348,35.10712117419695,5.82,20.5
Tebesonik Ward,-0.5497083896869451,35.082767127665484,5.76,20.6
Cheboin Ward,-0.5676348121077083,35.12925368527902,5.76,19.4
Chemosot Ward,-0.5160621990359854,35.1692525473601,5.71,19.9
Litein Ward,-0.5967011981646787,35.162187838490354,5.71,19.1
Cheplanget Ward,-0.6382724794387503,35.11233433396406,5.75,19.6
Waldai Ward,-0.3589890140953494,35.17165106679393,5.82,19.3
Kabianga Ward,-0.4325958422445433,35.1311259572858,5.79,20.3
Kadzandani Ward,-4.013107531699371,39.70832132791484,5.72,26.3
Nakuru East Ward,-0.3443353787730334,36.145077652455655,5.94,19.3
Port Reitz Ward,-4.021440295794889,39.61232004588228,5.54,26.1
Sigowet Ward,-0.4337206338253399,35.06689832495322,5.89,20.1
Kaplelartet Ward,-0.3575187332225854,35.064794857993505,5.99,20.4
Soliat Ward,-0.2974059343169267,35.11903996458568,6.04,22.3
Soin Ward,-0.2215808315207225,35.159530272228444,6.1,23.3
Shika Adabu Ward,-4.109459784704991,39.64357212586141,5.71,26.4
Junda Ward,-4.011645162820469,39.6744669609355,5.63,26.3
Bamburi Ward,-3.972309355728682,39.70758049263459,5.66,26.3
Mwakirunge Ward,-3.9576400354132737,39.664345583727126,5.53,26.4
Mtopanga Ward,-3.993418096512341,39.689612915277394,5.64,26.1
Nyalenda A Ward,-0.1166560186091016,34.77375242581412,6.27,23.9
Shanzu Ward,-3.9805201709939153,39.73116198575023,5.7,26.3
Ziwa La Ng'ombe Ward,-4.027600207723087,39.71153276276491,5.73,26.3
Mkomani Ward,-4.04986568142335,39.69512756129061,5.72,26.3
Mtongwe Ward,-4.082379641699984,39.61727460484431,5.62,26.3
Mbololo Ward,-3.3638619755381614,38.50925257466896,5.31,23.5
Bofu Ward,-4.082464490845242,39.6526652201396,5.7,26.4
Sokoni Ward,-3.617110338143512,39.86626921074539,5.72,26.2
Dabaso Ward,-3.311908329400998,39.990411155676256,5.67,26.5
Watamu Ward,-3.3093990247188634,40.05684548761292,5.78,26.4
Mwarakaya Ward,-3.794860842569941,39.724121427132985,5.47,25.9
Chasimba Ward,-3.728724975999546,39.7237792250522,5.49,25.3
Mtepeni Ward,-3.8975479459107754,39.750172272224,5.64,26.2
Mariakani Ward,-3.8324213087632657,39.46602478633319,5.34,25.5
Kayafungo Ward,-3.758813430553469,39.476509117661806,5.35,25.6
Kaloleni Ward,-3.792986527816661,39.63343523341096,5.43,24.8
Mwanamwinga Ward,-3.704053794841952,39.55919639118829,5.41,24.9
Kambe/ribe Ward,-3.885380046436432,39.65708720939803,5.43,26.0
Shauri Moyo Kaloleni Ward,-0.0987100416240043,34.77019161108523,6.24,23.8
Bamba Ward,-3.4887719209269323,39.35083368911229,5.29,26.0
Jaribuni Ward,-3.6199376165994535,39.68839235021013,5.38,25.9
Jilore Ward,-3.2254385872692097,39.85480653143926,5.44,26.4
Kakuyuni Ward,-3.19626334842769,40.0034406117362,5.6,26.6
Shella Ward,-3.2450206616361696,40.11685851875282,5.81,26.6
Marafa Ward,-2.9691528471953097,39.846538858367005,5.26,26.5
Magarini Ward,-3.0873054086970764,40.08017298116992,5.6,26.4
West Ugenya Ward,0.2086444896567832,34.14707851301338,5.96,22.6
Ukwala Ward,0.1968673484627964,34.20255188787905,6.03,22.8
North Ugenya Ward,0.2641273788522177,34.23404343504502,6.04,22.4
East Ugenya Ward,0.267611153755121,34.31587068770471,6.11,22.4
Sidindi Ward,0.1654508318961321,34.3881210725445,6.12,22.1
Sigomere Ward,0.2160478267477978,34.3604803461405,6.14,22.2
Ugunja Ward,0.1892635247789656,34.28099865556305,6.1,22.5
Usonga Ward,0.0675073523976962,34.096204396487416,6.08,23.5
West Alego Ward,0.1114597713459412,34.17104212395762,6.02,22.9
Central Alego Ward,0.0800920076616102,34.22524883764539,6.03,22.8
Siaya Township Ward,0.0494854896506519,34.27675482278707,5.99,22.5
Gombato Bongwe Ward,-4.284419929387302,39.53337936442093,5.49,26.1
Sagala Ward,-3.3276489029573866,38.83309873558959,5.58,25.3
South West Kisumu Ward,-0.1081965509469052,34.63289930943986,6.2,23.5
Nyakoe Ward,-0.6283394266072715,34.76276919960602,5.88,21.2
Kisii Central Ward,-0.6641608770560903,34.76473793543885,5.83,20.8
Parklands/highridge Ward,-1.2587413035158277,36.80485490394396,5.29,19.0
Kilimani Ward,-1.2866220626735896,36.784816061284445,5.28,18.8
Kileleshwa Ward,-1.271768134737318,36.78547180708992,5.28,18.9
Mogotio Ward,0.0806661076709309,35.86196843613309,6.25,19.3
Emining Ward,0.2405577238342653,35.94677188497904,6.3,21.2
Kisanana Ward,0.1487248955152448,36.07699352004289,6.3,23.3
Lembus Ward,0.0969985742793357,35.600680419330274,5.76,13.9
Lembus kwen Ward,0.1013748120048311,35.69119967817102,5.79,15.6
Ravine Ward,0.0182994527067893,35.72760227733109,6.04,16.0
Mumberes/Maji Mazuri Ward,-0.0459369275454768,35.668298247021546,5.99,14.6
Lembus/Perkerra Ward,0.0740182964627056,35.792514407828804,6.17,18.1
Koibatek Ward,-0.0661138189068415,35.78767358674609,5.9,16.8
Ol-Moran Ward,0.5619948025953662,36.38308239147236,5.92,19.6
Rumuruti Township Ward,0.290855231660654,36.48267527904353,6.16,18.9
Woodley/kenyatta Golf Course Ward,-1.3040212825863209,36.788613447598806,5.27,18.9
Kedowa/kimugul Ward,-0.2234911412912105,35.57777994870598,5.82,17.3
Chepseon Ward,-0.2971721608666244,35.40330065558674,5.76,17.9
Tendeno/sorget Ward,-0.0443303865243955,35.517491024856845,5.55,15.8
Kunyak Ward,-0.1287438105559475,35.2952350718398,5.84,21.4
Kamasian Ward,-0.1315486639381191,35.43243970941465,5.58,19.8
Kipkelion Ward,-0.160337625263406,35.47006647884768,5.8,19.0
Likoni Ward,-4.093570762329363,39.64389489447843,5.7,26.4
Zimmerman Ward,-1.2036826996385148,36.87953376305799,5.37,19.0
Roysambu Ward,-1.2258841473857998,36.862871856436826,5.35,19.0
Mwiki Ward,-1.235856793498028,36.96028308047542,5.5,19.5
Kasarani Ward,-1.2287444070386917,36.89186347127926,5.39,19.1
Market Milimani Ward,-0.1097120002405304,34.75509550121498,6.23,23.8
Lucky Summer Ward,-1.239345709233198,36.898311563688765,5.4,19.3
Korogocho Ward,-1.2499482720696655,36.890695815416926,5.39,19.2
Kibarani Ward,-3.5731607669803997,39.81812738524724,5.61,25.8
Matsangoni Ward,-3.427291105137714,39.926018786417416,5.65,26.3
Pipeline Ward,-1.337862587574065,36.90392210033526,5.41,19.4
Kondele Ward,-0.0895091288867338,34.778701227754205,6.22,23.8
Timbwani Ward,-4.095521346045562,39.66180081731216,5.72,26.3
Nyalenda B Ward,-0.1325128546488335,34.74903807495743,6.23,24.0
West Seme Ward,-0.1361579525402359,34.46478400316729,6.2,23.3
Central Seme Ward,-0.1167314870610783,34.50219279586508,6.19,23.3
East Seme Ward,-0.0982595476759043,34.56612009911556,6.19,23.0
North Seme Ward,-0.0561278319009281,34.51028786870827,6.09,21.8
East Kano/wawidhi Ward,-0.2290319364563282,35.001995819193795,6.22,23.9
Kabonyo Kanyagwal,-0.2277550545611408,34.84225596503979,6.3,24.1
Kobura Ward,-0.1641732268344258,34.85836451339967,6.3,23.9
Miwani Ward,-0.0576690965224239,34.9318071709979,6.05,23.3
Ombeyi Ward,-0.110137628403848,34.9224210106761,6.22,23.8
Masogo/nyang'oma Ward,-0.1256677698676492,35.051258819172055,6.19,23.8
Chemelil Ward,-0.075611394639724,35.14281784014478,6.08,23.6
Muhoroni Koru Ward,-0.1778619294092548,35.253871865545044,6.03,23.1
South West Nyakach Ward,-0.3827451280580093,34.91177428755212,6.16,22.0
North Nyakach Ward,-0.2789965320182982,34.96651380487386,6.23,23.9
Central Nyakach Ward,-0.3178969169264242,34.920181822555286,6.24,23.9
West Nyakach Ward,-0.3443550979121444,34.835923156644164,6.26,23.6
South East Nyakach Ward,-0.3727801094580449,34.97606378903247,6.08,21.1
Awasi/onjiko Ward,-0.1793259159904558,35.061751990403735,6.2,23.8
Ahero Ward,-0.1940933408370102,34.933710675625626,6.27,24.0
Rigoma Ward,-0.7443330311623492,34.936662368379665,5.7,17.9
Gachuba Ward,-0.707766239283905,34.882382782260954,5.68,18.8
Kamera Ward,-0.6756805429573515,34.83038820382875,5.72,19.3
Magombo Ward,-0.6625569433652714,34.90360401218621,5.67,18.1
Manga Ward,-0.6341791743244934,34.85869911437699,5.71,18.5
Gesima Ward,-0.7025894315370633,34.97239735098445,5.72,18.7
Nyamaiya Ward,-0.5097397960406959,34.90812839633114,5.95,19.3
Bogichora Ward,-0.5858953521571528,34.91894089580902,5.71,18.2
Bosamaro Ward,-0.6402830332596736,34.938746825806895,5.67,18.6
Bonyamatuta Ward,-0.6179859964874559,34.96076940850448,5.67,18.3
Township Ward,-0.5687381101840063,34.93556693768272,5.74,18.0
Itibo Ward,-0.5623656275697533,35.006980128828694,5.74,18.8
Bomwagamo Ward,-0.516759890521972,34.94837540424652,5.89,19.7
Bokeira Ward,-0.45649636681071,34.98641867714679,5.95,20.3
Magwagwa Ward,-0.4746100268650097,35.02296605367992,5.89,20.6
Ekerenyo Ward,-0.5195451779788188,34.99570531672868,5.85,19.1
Mekenene Ward,-0.6272372446028691,35.040928223479696,5.69,19.1
Kiabonyoru Ward,-0.5954892577890404,34.989103489556875,5.66,17.8
Nyansiongo Ward,-0.7621446217316434,35.005853334506384,5.75,18.7
Esise Ward,-0.8101780496623731,35.036245439262125,5.79,19.2
Bomariba Ward,-0.6305257975642372,34.69501236231444,5.93,21.1
Bogiakumu Ward,-0.6725653637333645,34.72832719208469,5.86,21.0
Bomorenda Ward,-0.695783184731401,34.7074258987879,5.87,21.3
Riana Ward,-0.670500085684422,34.6625518195665,5.94,21.7
Tabaka Ward,-0.7413693041869789,34.6556264709837,5.88,20.0
Boikanga Ward,-0.8234824998750029,34.663704234444815,5.78,19.4
Bogetenga Ward,-0.7927453690951721,34.64687711434629,5.86,21.2
Borabu Chitago Ward,-0.9090408529460632,34.67776844852875,5.75,20.3
Moticho Ward,-0.8958351725096015,34.63507502726204,5.79,21.1
Getenga Ward,-0.9396609890440948,34.65868565870951,5.76,20.4
Bokimonge Ward,-0.9122069824108914,34.7529153869795,5.74,19.7
Magenche Ward,-0.92952789603775,34.717330844616235,5.74,19.1
Masige West Ward,-0.8399103401433555,34.77035051810054,5.74,19.4
Masige East Ward,-0.8306622185331983,34.792018016454364,5.73,18.3
Basi Central Ward,-0.8358936426989347,34.84155364545048,5.71,19.2
Nyacheki Ward,-0.8878912559162596,34.877996147504234,5.74,18.3
Bassi Bogetaorio Ward,-0.8969413198997798,34.829595676017206,5.73,18.3
Bobasi Chache Ward,-0.7388295506607477,34.743631923901454,5.78,20.4
Sameta Mokwerero Ward,-0.7801800327111834,34.759054362154586,5.75,18.8
Bobasi Boitangare Ward,-0.792770100786786,34.79872601489333,5.72,20.0
Majoge Basi Ward,-0.7498491404288975,34.70114996965546,5.81,21.1
Boochi Tendere Ward,-0.8071420738895593,34.72108421371054,5.77,20.8
Bosoti Sengera Ward,-0.8567637480807336,34.7074115945581,5.76,20.1
Ichuni Ward,-0.7899498812110867,34.919972913432375,5.71,18.3
Nyamasibi Ward,-0.8433145303256341,34.97158059247098,5.73,18.3
Masimba Ward,-0.8700606787062476,34.9524910187273,5.75,17.3
Gesusu Ward,-0.8669674905948055,34.904774174678344,5.73,18.1
Kiamokama Ward,-0.8233637670711252,34.905420138989726,5.72,17.8
Bobaracho Ward,-0.7110534597750752,34.806393336689275,5.72,18.5
Kisii Central Ward,-0.7049134390998762,34.76450663467796,5.79,19.5
Keumbu Ward,-0.7397497467497407,34.84582948381108,5.7,18.5
Kiogoro Ward,-0.7455014327421787,34.79099251634384,5.73,19.0
Birongo Ward,-0.7625086703067654,34.88005190155188,5.71,18.4
Marungu Ward,-3.751304365097977,38.86287833289838,5.39,24.7
Lower Savanna Ward,-1.2944014090428686,36.89763807624388,5.4,19.3
Embakasi Ward,-1.3093275311036328,36.93498254746804,5.46,19.3
Utawala Ward,-1.3126419947328465,36.899748789155765,5.4,19.3
Mihango Ward,-1.2752705789687868,36.954060723913386,5.49,19.4
Ngolia Ward,-3.253724084962227,38.45897473183908,5.57,23.8
Sensi Ward,-0.5741084053522083,34.81187910580522,5.86,20.4
Viwandani Ward,-1.3054704208602643,36.870949479030976,5.35,19.3
Harambee Ward,-1.2828046405094458,36.87671607990038,5.35,19.2
Eastleigh South Ward,-1.2819903995220308,36.86057902438719,5.32,19.3
Kabiemit Ward,0.2629787894786147,35.55539796652067,6.21,13.1
Maalimin Ward,0.4118516412522552,39.13834270349778,5.86,28.0
Sabena Ward,0.7811347688916358,39.40854199994956,5.82,28.8
Baraki Ward,0.4420671090993541,39.4907521463481,5.78,28.4
Chemundu/kapng'etunyi Ward,0.2310029882078776,35.08219096574727,5.75,18.6
Kawangware Ward,-1.280323065426214,36.74385459577004,5.3,18.6
Landimawe Ward,-1.3023529345152216,36.83962622203575,5.29,19.3
Nairobi South Ward,-1.3196060873413242,36.85066262070182,5.32,19.4
Huruma Ward,-1.2596198706730073,36.86701313845102,5.34,19.2
Segeroi/barsombe Ward,0.8978319013212024,35.29800612837231,5.92,18.7
Kipsomba Ward,0.7733579380029392,35.18711041115634,6.05,18.7
Megun Ward,0.3379446270062222,35.28761381395035,5.97,17.0
Keyian Ward,-1.0387867707331488,34.68941598430715,5.81,20.4
Angata Barikoi Ward,-1.349968073743842,34.79359901615917,5.89,19.3
Shankoe Ward,-1.0345815440950283,34.82930117159685,5.83,20.3
Kimintet Ward,-1.256170664652257,35.00304335147364,5.98,20.8
Lolgorian Ward,-1.20589380037751,34.812808504062126,5.93,20.6
Iikerin Ward,-1.04386014671913,35.09925427150374,6.01,19.2
Ololmasani Ward,-0.933073690744242,35.04680476986466,5.9,18.9
Mogondo Ward,-1.0139478237884332,35.04701583302059,5.99,19.3
Kijabe Ward,-0.9656043104218806,36.64731231873929,5.42,12.9
Gatongora Ward,-1.1987855748025429,37.05306735737671,5.54,19.6
Gatunga Ward,-0.1254686815377578,38.12347645105525,5.83,25.6
Mukothima Ward,0.0129550828907275,38.04631913743893,5.79,23.9
Kahawa Wendani Ward,-1.197703727404347,36.92826486623388,5.44,19.3
BOOCHI BORABU,-0.9109228598706022,34.80599542273305,5.74,19.2
Kipini east Ward,-2.4862416261560343,40.52836687699554,5.65,26.7
Garsen south Ward,-2.5915303664350025,39.15880623310297,5.42,27.2
BANISSA,3.9405091856549466,40.360931612069415,5.42,23.8
DERKHALE,3.852399248760793,40.18647764240477,5.28,24.9
BULA PESA,0.3404026423569757,37.568492711934304,6.39,22.6
CHARI,1.1308152464389398,38.272528373729614,6.28,27.7
CHERAB,1.5209538283742368,38.8634280957352,6.06,28.8
NGARE MARA,0.6574997732673765,37.89679893936498,6.37,25.8
BURAT,0.4352116537482453,37.47736280789503,6.42,22.3
OLDONYIRO,0.6379677430302078,37.134666355742354,6.48,21.9
GARBATULLA,0.4910215008320993,38.55893847420732,6.11,26.4
KINNA,0.3955272582257207,38.299986261627744,6.11,24.9
SERICHO,0.8992080446363065,38.98044045849526,6.16,28.2
LAGHSURE,3.5694283537933407,40.211522589401575,5.29,25.8
ASHABITO,3.324212773345085,40.84606157264325,5.4,26.0
GUTICHA,3.6262971400871113,40.60880449648514,5.38,25.0
BULLA MPYA,3.8275827576744335,41.76411674007808,5.88,28.9
KHALALIO,3.8995741174027496,41.6651355602127,5.87,28.5
NEBOI,3.959627810462041,41.75636139078803,5.87,28.9
TOWNSHIP,3.94840699962507,41.87303386210687,5.84,29.2
LIBEHIA,3.739555398262811,41.32046809726171,5.73,26.8
FINO,3.392315757595287,41.28611104947917,5.71,27.1
