Ward,Latitude,Longitude,Irradiance_kWh/m2/day,Ambient_Temperature_C
LAFEY,3.169577673272705,41.2206316670932,5.55,27.1
WARANKARA,3.373457300969968,41.030135446384485,5.54,26.3
ALANGO GOF,3.1112216469770315,41.05090366236345,5.47,26.9
Njabani/kiburu Ward,-0.7251365479292798,36.67610307403817,5.43,13.1
Lokichar Ward,2.6378041589076777,35.676951522858985,6.4,28.3
Kapedo/napeitom Ward,1.4671829061592023,36.20768025296294,6.36,29.1
Endo Ward,1.204789803474874,35.66074422951607,6.01,22.3
Embobut/Embulot Ward,1.2094547127380593,35.57635842393493,5.62,11.5
Lelan Ward,1.0731530092387804,35.4095058157458,5.31,10.5
Kabiro Ward,-1.286828929567533,36.7478795323084,5.29,18.6
Mutu-ini Ward,-1.294028007271797,36.6988496962295,5.38,18.1
Ngando Ward,-1.3006536105235087,36.74122455056038,5.3,18.5
Riruta Ward,-1.288634547568287,36.73526681421595,5.3,18.5
Uthiru/ruthimitu Ward,-1.272029387117898,36.7073150596734,5.36,18.1
Waithaka Ward,-1.2872078467925696,36.71717979901775,5.33,18.3
Karen Ward,-1.3367304895546224,36.725581829604174,5.32,18.5
Sacho Ward,0.3862499896470361,35.7489424144122,6.04,19.1
Mukutani Ward,0.5465807446770855,36.17508202351511,6.26,25.8
Kimana Ward,-2.7911467509139234,37.485219442431486,5.59,20.8
Umande Ward,0.1949364785644335,37.12557991584647,5.99,16.3
Sosian Ward,0.6065492092848809,36.64904868361418,6.34,18.6
Segera Ward,0.2199242430087972,36.88071578584572,6.12,19.7
Mugogodo West Ward,0.4294071018916551,37.01302856348209,6.44,18.4
Mugogodo East Ward,0.3229281988296233,37.2476629372367,6.31,16.5
Iloodokilani Ward,-2.0292537112574167,36.50434517881918,5.58,24.8
Magadi Ward,-1.896586547216476,36.2360470932524,6.15,26.6
Ewuaso oonkidong'i Ward,-1.335495753714597,36.42199161010452,5.84,22.6
Mikindani Ward,-4.009883283951374,39.630914645588646,5.55,26.1
Makadara Ward-mji Wa Kale Ward,-4.06700459041465,39.674755169063445,5.7,26.3
Tononoka Ward,-4.049379035136632,39.669095427651584,5.68,26.3
Ganjoni Ward-shimanzi Ward,-4.055845334512974,39.65546775681605,5.66,26.3
Majengo Ward,-4.052203720792239,39.66212567323255,5.67,26.3
Tezo Ward,-3.5415392079458186,39.88455846810917,5.71,26.2
Chawia Ward,-3.858901623237532,38.37895218412186,5.37,23.6
Shimo La Tewa Ward,-3.939440466473198,39.738904648518734,5.67,26.3
Rabai/kisurutini Ward,-3.939981661556192,39.55871061826206,5.43,25.2
Ganze Ward,-3.472944369177542,39.64492504375312,5.35,25.9
Sokoke Ward,-3.352463014526617,39.71464227070883,5.34,26.3
Ganda Ward,-3.2440822555413598,40.06606406587556,5.69,26.4
Malindi Town Ward,-3.2196978044079434,40.08822636171907,5.72,26.5
Gongoni Ward,-2.9656888149147296,40.10469142496646,5.65,26.4
Adu Ward,-2.8694740061171102,39.67683104288096,5.2,26.3
Garashi Ward,-3.102010638354547,39.892110573505896,5.37,26.7
Sabaki Ward,-3.1771404526742435,40.10314296695893,5.72,26.4
North Alego Ward,0.0951432862486867,34.32704069484301,6.06,22.1
South East Alego Ward,4.229192138721296e-05,34.28702617013775,5.97,22.3
North Gem Ward,0.1165199784189741,34.41685957417531,6.09,21.9
West Gem Ward,0.0308516590331355,34.41165705799511,6.04,21.9
Central Gem Ward,0.0702278843198399,34.47098282716463,6.04,21.8
Yala Township Ward,0.1004134286764577,34.53064884942347,6.05,21.3
East Gem Ward,0.0299616475305906,34.51965805121722,6.06,21.4
South Gem Ward,-0.0272159838574536,34.43795382262108,6.06,22.3
West Yimbo Ward,-0.0719943840856822,34.04613928772657,6.19,23.4
Central Sakwa Ward,-0.1564554975645486,34.15535569279598,6.23,23.3
South Sakwa Ward,-0.1804648759128803,34.23451684153969,6.19,23.4
Yimbo East Ward,-0.0235871397909664,34.12519572030638,6.11,23.2
West Sakwa Ward,-0.0826414862973516,34.2192857748273,6.02,22.8
North Sakwa Ward,-0.0909315931778956,34.30756038078777,5.99,22.4
East Asembo Ward,-0.1269853864241097,34.39717286185648,6.1,23.1
West Asembo Ward,-0.1555725153503824,34.33673591868685,6.09,23.1
Kajulu Ward,-0.0329329062117345,34.79212178912523,6.06,23.4
Kolwa East Ward,-0.1166765949463775,34.8260758583416,6.28,23.9
Kolwa Central Ward,-0.1148138314206002,34.78991429624579,6.28,23.9
Central Kisumu Ward,-0.0756345079341843,34.712680198932794,6.17,23.8
Kaloleni  Ward,-3.43197881382701,38.56095815018856,5.25,22.9
North Kisumu Ward,-0.039166595015472,34.7165274976552,6.07,21.6
West Kisumu Ward,-0.0579103056661154,34.63089215637079,6.09,22.1
North West Kisumu Ward,-0.0238913850970352,34.617022465196854,6.04,21.9
Railways Ward,-0.0781183994166361,34.75363665689245,6.19,23.9
Migosi Ward,-0.0755566814002459,34.78174675578317,6.19,23.7
Ibeno Ward,-0.7790903291459839,34.84138393528498,5.71,19.5
Monyerero Ward,-0.5740898342119869,34.856932299198824,5.79,18.4
Marani Ward,-0.5766726096507845,34.78044450355532,5.92,20.8
Kegogi Ward,-0.5336911379688272,34.84169019897462,5.9,19.7
Bogusero Ward,-0.5881092232771907,34.725623048020864,5.96,21.6
Bogeka Ward,-0.6102034083553775,34.75001583576662,5.92,21.1
Nyatieko Ward,-0.6446496772981313,34.79403841684329,5.81,20.4
Karura Ward,-1.2302235172902174,36.81011363782375,5.31,18.8
Kangemi Ward,-1.2681625706731157,36.75258888498314,5.3,18.6
Mountain View Ward,-1.2704693545115966,36.73757856714755,5.31,18.2
Keiyo Ward,1.2148856686313134,34.95983576832448,6.11,17.3
Gatina Ward,-1.279949494116487,36.755947624452624,5.29,18.6
Sangalo/kebulonik Ward,0.3486130385434664,34.998408854010044,5.8,17.9
Tangulbei/korossi Ward,0.7914169244308988,36.22246436448263,5.95,25.8
Nairobi West Ward,-1.3202745176218522,36.81443818895231,5.27,19.4
Mugumo-ini Ward,-1.3714274882759845,36.84916521689365,5.33,19.8
Churo/amaya Ward,0.789944605898132,36.38093121423409,5.8,22.1
Barwessa Ward,0.7245489763201041,35.67974664626822,6.39,22.9
Kabartonjo Ward,0.631046034729823,35.761744305852574,6.11,15.4
Saimoi/kipsaraman Ward,0.6832586051416465,35.81216892742117,6.12,16.7
Saimo/soi Ward,0.6818428071774633,35.93472121138925,6.25,22.9
Bartabwa Ward,0.871527357685175,35.79851237687323,6.16,18.6
Kabarnet Ward,0.5120201058809988,35.68559232752505,6.22,20.5
South C Ward,-1.3411946343543026,36.87642847204777,5.36,19.3
Tenges Ward,0.2858875339636753,35.756126079125856,6.16,20.4
Ewalel/chapchap Ward,0.4936847763209758,35.80491289060327,5.93,16.0
Kapropita Ward,0.4500559725027097,35.73185650125294,6.06,18.3
Marigat Ward,0.4355389751776641,35.89687459972052,6.29,22.7
Iichamus Ward,0.5216656349524743,36.04787071290492,6.56,25.6
Mochongoi Ward,0.3215035634339036,36.1642233525791,6.06,23.3
Nyayo Highrise Ward,-1.3150716927460144,36.80271935764549,5.27,19.2
Laini Saba Ward,-1.312045907706697,36.794313237282914,5.27,19.2
Mosiro Ward,-1.5039091740769093,36.16917258409074,6.14,21.0
Entonet/lenkism Ward,-2.58094677193499,37.20806114585044,5.91,22.4
Imbrikani/eselelnkei Ward,-2.4919281564598563,37.52439230383788,5.69,22.6
Kuku Ward,-2.83625366970094,37.741048121401,5.77,20.0
Rombo Ward,-3.062204180193601,37.73888686106761,5.74,19.6
Lindi Ward,-1.3153403197320803,36.792670533805456,5.27,19.2
Londiani Ward,-0.1340466937826052,35.5546934677465,5.84,16.6
Makina Ward,-1.3090312371151236,36.78440588734629,5.27,19.1
Sarang'ombe Ward,-1.312666251248385,36.77837279646772,5.27,19.0
Githurai Ward,-1.2022262715114616,36.908417970680006,5.41,19.3
Kahawa West,-1.1771851304523162,36.91541513790634,5.41,19.1
Kahawa,-1.191511679054455,36.90626177312905,5.4,19.1
Clay City,-1.2224437932097412,36.916374065678745,5.43,19.1
Njiru Ward,-1.2512638303097852,36.92885286081359,5.46,19.4
Ruai Ward,-1.2592614519923242,37.03613735367202,5.52,19.8
Babandogo,-1.2438611429193993,36.87958536235912,5.37,19.1
Utalii Ward,-1.2536864662724323,36.863679270282006,5.34,19.2
Kwa Njenga Ward,-1.3224686927903104,36.88904334319224,5.38,19.3
Dandora Area Iv Ward,-1.241907516379681,36.90618561164352,5.42,19.3
Kwa Reuben Ward,-1.3152004149778302,36.882040725995246,5.37,19.3
Umoja I Ward,-1.2795562974645829,36.8904778844988,5.38,19.2
Kware Ward,-1.316282108486682,36.8886299648292,5.38,19.3
Kariobangi North Ward,-1.255313045155675,36.88211794358866,5.36,19.2
Dandora Area I Ward,-1.2574956991249202,36.88946236430152,5.38,19.3
Dandora Area Ii Ward,-1.251170533946978,36.8982970629609,5.4,19.3
Dandora Area Iii Ward,-1.2451476729842268,36.910401425186905,5.42,19.3
Kayole North Ward,-1.2651671692292978,36.92171299306297,5.44,19.3
Kayole Central Ward,-1.2716487522005078,36.917427569658855,5.44,19.3
Umoja Ii Ward,-1.2860178375824685,36.89289870458105,5.39,19.3
Kayole South Ward,-1.2778353715629085,36.91398782875566,5.43,19.3
Makongeni Ward,-1.2970880757573815,36.85094253539769,5.31,19.3
Komarock Ward,-1.2692011777033714,36.90857905716015,5.42,19.3
Matopeni/spring Valley Ward,-1.2612622646721758,36.92839683020149,5.46,19.3
Eastleigh North Ward,-1.2730815167927922,36.84777852212403,5.3,19.1
Upper Savanna Ward,-1.285086223416577,36.91100423720521,5.42,19.3
Mowlem Ward,-1.2660960573213824,36.89692762504285,5.39,19.3
Kariobangi South Ward,-1.2649900414004522,36.8869241023197,5.37,19.3
Maringo/hamza Ward,-1.2921035871566793,36.86569173454416,5.33,19.3
Nabiswa Ward,0.9149234189191104,34.90554231600677,5.88,18.4
California Ward,-1.284284832775164,36.84934429165779,5.3,19.3
Pumwani Ward,-1.2881093167776454,36.84479720841647,5.3,19.3
Sinyerere Ward,1.1251897571910698,35.1307170595998,5.61,19.0
Airbase Ward,-1.27168130715808,36.86283123029216,5.33,19.2
Iftin Ward,-0.4476876284219648,39.6464231568717,5.66,28.4
Nairobi Central Ward,-1.28525582908818,36.824809592583215,5.28,19.3
Dertu Ward,0.0009489839921263,39.79437131255062,5.63,28.2
Dadaab Ward,0.0500315769646421,40.29636277560044,5.61,28.8
LABISGALE Ward,0.1563939429410392,40.23241897898323,5.68,28.8
Damajale Ward,-0.0029234163722276,40.69274980520662,5.5,28.6
Liboi Ward,0.2368201788391702,40.79854502715292,5.55,29.0
Abakaile Ward,0.1953096727414806,40.029066977490594,5.59,28.8
Terik Ward,0.014497240368693,34.81975705983927,5.93,20.8
Ngara Ward Ward,-1.273503864906821,36.82611558001076,5.28,19.2
Pangani Ward,-1.272082476022206,36.84034748139668,5.3,19.1
Ziwani/kariokor,-1.2817846898148413,36.837751036900414,5.29,19.2
Hospital Ward,-1.261603060562203,36.849190777199695,5.31,19.2
Mabatini Ward,-1.2625444155922552,36.86110241258525,5.33,19.2
Ngei Ward,-1.258035271838496,36.87149996848451,5.35,19.2
Mlango Kubwa,-1.2649058416668708,36.84825660521764,5.31,19.2
Kiamaiko Ward,-1.2568860172523706,36.87639516170176,5.36,19.2
Kitisuru Ward,-1.2484108500961306,36.75539553495824,5.3,18.6
Kanyenya-ini Ward,-0.698628399535749,36.88174342473226,5.07,14.3
Muguru Ward,-0.6876266543498908,37.01711147218305,5.38,16.8
Rwathia Ward,-0.6609127901490912,36.87913697089723,5.09,14.9
Gitugi Ward,-0.6556986053882364,37.0018926337738,5.37,16.6
Wagberi Ward,1.7725118251165322,40.08829628480294,5.51,28.3
Ngeria Ward,0.3930428814473509,35.26009514933566,6.03,17.8
Langas Ward,0.4766038456611873,35.25538879016264,6.14,17.9
Eldas Ward,2.4266151480318587,39.47561744839387,5.44,27.4
Racecourse Ward,0.4747011485380603,35.279054786425334,6.16,17.6
Cheptiret/kipchamo Ward,0.3817233832331199,35.364865320469704,6.09,16.5
Tulwet/chiyat Ward,0.259532239984486,35.340069542183834,5.94,16.6
Tarakwa Ward,0.1304855466854943,35.4371545419703,5.68,14.9
Bura Ward,-1.0888107351689449,40.285154983650514,5.34,28.3
Kapsasian Ward,-0.9964511710418974,35.152475577982976,6.02,18.9
Olposimoru Ward,-0.5914478443412302,35.758036873899954,5.35,14.8
Olokurto Ward,-0.6771066489027295,35.82945372847247,5.32,14.0
Narok Town Ward,-1.117751178270211,35.83204537845116,6.09,18.9
Nkareta Ward,-0.9421145132348916,35.82639539458396,5.68,17.6
Della Ward,2.4140557604313235,39.68718014993649,5.47,27.4
Dadaja bulla Ward,0.5784176371933847,40.84998848190673,5.64,29.3
Habasswein Ward,0.8041208111740716,39.75293504716261,5.68,28.3
Lagboghoi south Ward,1.1405272084215052,40.01994783354645,5.6,28.6
Uthiru Ward,-1.254105896692738,36.7140643194128,5.34,17.8
Karai,-1.2771089034750454,36.64773996099023,5.6,17.1
Nachu Ward,-1.2526149782768987,36.57752062784356,5.8,17.8
Sigona Ward,-1.1913577876704695,36.63718243961623,5.66,16.1
Kikuyu Ward,-1.2577203769808936,36.661954327380606,5.53,16.9
Kinoo,-1.2536288532348512,36.68970190746944,5.42,17.4
Bibirioni Ward,-1.0818130260748178,36.62368015520178,5.71,14.3
Limuru Central Ward,-1.1268170418485637,36.62759773224744,5.69,14.9
Ndeiya Ward,-1.1663644606761887,36.57467014840582,5.85,16.5
Limuru East Ward,-1.1062404505917705,36.68858306459947,5.42,15.1
Ngecha Tigoni Ward,-1.1571098899750591,36.685256844962645,5.43,16.4
Dekaharia Ward,-1.0427636789865633,40.81622952918451,5.45,27.8
Diif Ward,1.1490774595579167,40.879605925486,5.5,29.2
Biashara Ward,-1.155254095288066,36.94788873425092,5.44,19.0
Nkondi Ward,-0.0472199797653406,37.9627325906402,5.83,23.3
Chiakagira Ward,-0.2816069857877892,37.90038357179312,5.96,23.3
Marimanti Ward,-0.1608847756152517,37.94131338932561,5.89,23.8
Ruguru-Ngandori Ward,-0.4215891309478654,37.47289611635757,5.11,17.4
Kithimu Ward,-0.5125600176935968,37.53560590258691,5.37,19.2
Nginda Ward,-0.3163115147532571,37.42174647960095,4.5,14.1
Mbeti north Ward,-0.5370171041344236,37.48916997326876,5.37,19.6
Kirimari Ward,-0.5059676729872149,37.447944114088685,5.27,18.4
Gaturi south Ward,-0.4812718527972664,37.50417212984832,5.31,18.4
Gaturi north Ward,-0.4351542815002084,37.51246883658245,5.22,18.4
Kaagari South Ward,-0.4912087603520088,37.61310565678105,5.44,19.9
Central ward,-0.4352570181072523,37.572700237580605,5.3,18.6
Kaagari North Ward,-0.3914356620677683,37.52388157958308,5.18,17.2
Kahawa/sukari Ward,-1.1944451401358374,36.94690640397863,5.47,19.3
Kiuu Ward,-1.2090603205256718,36.93352104704994,5.46,19.4
Ngomeni Ward,-0.5857778831024477,38.54599483223234,5.65,25.3
Kyuso Ward,-0.5334492649878875,38.20357278645992,5.78,24.1
Mwiki Ward,-1.2126948411002512,36.9216154696587,5.44,19.3
Mwihoko Ward,-1.21651939548432,36.982913081959424,5.5,19.5
Githunguri Ward,-1.0661055065209089,36.78247803729027,5.24,16.9
Ndanai/abosi Ward,-0.8720314837557276,35.091451724560784,5.86,18.7
Chemagel Ward,-0.6959222329099392,35.134732942695365,5.76,19.4
Kipsonoi Ward,-0.7696062888144658,35.17327210032834,5.79,19.0
Kapletundo Ward,-0.6761912031817139,35.2093714507008,5.68,18.8
Rongena/manaret Ward,-0.7158806920390592,35.086197846794654,5.74,19.6
Kong'asis Ward,-0.8371652071589514,35.230426467639425,5.83,18.8
Nyangores Ward,-0.8302788369615535,35.31581805700882,5.78,18.9
Sigor Ward,-0.9409165718369624,35.297287323760386,5.96,19.1
Chebunyo Ward,-0.9706056564382746,35.207298934746355,6.0,19.3
Siongiroi Ward,-0.8903211282371093,35.20099304554119,5.9,18.9
Merigi Ward,-0.7657069507449983,35.40645651309695,5.62,17.9
Kembu Ward,-0.8030697471195913,35.43774600019246,5.65,17.6
Longisa Ward,-0.8539474196694441,35.40623462091117,5.74,18.8
Kipreres  Ward,-0.921575726463565,35.38077229221868,5.9,19.4
Chemaner Ward,-0.81070600972068,35.49302447099347,5.62,18.0
Silibwet Township Ward,-0.74960908125107,35.34751726722268,5.62,18.2
Ndaraweta Ward,-0.6802552833254115,35.37326143037188,5.47,18.1
Singorwet Ward,-0.7215425381783125,35.355852482958376,5.56,18.2
Chesoen Ward,-0.6935391691367165,35.28823809036621,5.59,18.6
Mutarakwa  Ward,-0.7735264594109825,35.25126115041028,5.74,18.4
Chepchabas Ward,-0.4710759273672452,35.283096850921524,5.49,18.7
Ijara Ward,-1.601579369218908,40.543643573161866,5.39,27.8
GUBA,3.896406527777079,40.52549037499594,5.38,24.4
MALKAMARI,4.098771429361847,40.69756971999195,5.52,24.1
Kipini west Ward,-2.553386006988139,40.258251402161214,5.76,26.8
Garsen central Ward,-2.3312362453692503,40.20233653944384,5.61,27.4
Garsen west Ward,-2.2815048899622536,39.45108110370989,5.34,27.4
MKUNUMBI,-2.142624251083872,40.53867819927695,5.38,27.3
BAHARI,-2.4112086924694487,40.72551769407232,5.82,26.9
DANDU,3.422339972325096,39.916674195796325,5.28,24.8
GITHER,3.716405678852928,39.91912377122728,5.34,24.7
KILIWAHERI,3.945803400958941,40.11201120231104,5.29,24.3
ELWAK NORTH,2.948210695387957,41.03708112127033,5.44,27.4
TURBI,2.4869973754284604,38.39595261072471,5.7,26.7
WITU,-2.2574202767326925,40.36024080300279,5.49,27.4
KARGI/SOUTH HORR,2.476953909470667,37.32016188247614,6.3,28.6
KORR/NGURUNIT,1.949302669125556,37.44504129247701,6.57,26.6
Garsen north Ward,-2.032892552265266,40.03169430902133,5.32,27.9
LOGOLOGO,1.9241712505524893,37.9410567617297,6.1,28.0
Galbet Ward,-0.396392181489679,39.68281166151648,5.65,28.1
Township Ward,1.7174214277089874,40.072843837441496,5.54,28.3
Barwaqo Ward,1.7580342989177171,40.03159199341256,5.54,28.3
Arbajahan Ward,2.089132314935671,39.32380062774556,5.55,27.9
ADEMASAJIDE Ward,1.214937453613366,39.5164156287929,5.84,28.0
Ganyure Wagalla Ward,1.5976226188552882,39.794512362913935,5.68,28.4
Lakoley south/basir Ward,1.8092085716157116,39.82535892776376,5.63,28.2
Ganga Ward,-0.2563682784940629,37.71408605641434,5.58,18.4
Chogoria Ward,-0.2226837375128676,37.53555079203929,4.92,14.6
Mariani Ward,-0.3475986237443018,37.747082621179445,5.6,20.4
Karingani Ward,-0.3214730923213525,37.65909852234691,5.4,17.9
Magumoni Ward,-0.3093316533748029,37.54027998588344,4.94,16.5
Mugwe Ward,-0.3646895051539335,37.67758498246095,5.47,18.7
Kyeni north Ward,-0.3887769325003998,37.57817998595333,5.26,17.9
Kyeni south Ward,-0.4467462407074232,37.64816673308352,5.45,19.3
Mwea Ward,-0.8017272024443919,37.37727567902165,5.65,21.3
Makima Ward,-0.8130391945797616,37.53733223382701,5.61,21.6
Mbeti south Ward,-0.6584095119163399,37.54537796470468,5.51,21.2
Mavuria Ward,-0.7353016608983334,37.68744446878266,5.54,22.3
Kiambere Ward,-0.719450985751768,37.82363585186462,5.54,23.7
Nthawa Ward,-0.569849029828898,37.62177610520994,5.53,20.9
Kisasi Ward,-1.5974002863361618,37.97195403967105,5.51,22.5
Mulango Ward,-1.4893160872750484,37.96638047880644,5.58,21.9
Kyangwithya east Ward,-1.3260363129501327,38.05864544300435,5.61,20.0
Chuluni Ward,-1.454204938624121,38.13302252348378,5.4,23.7
Mutomo Ward,-1.8321435034781863,38.18625383399762,5.54,22.9
Mutha Ward,-1.77562423941869,38.69056723489374,5.42,26.1
Kanziko Ward,-2.005321634362793,38.35530306076156,5.47,24.7
Nyakio Ward,-0.7810131601366533,36.62768367899008,5.5,12.9
Githabai Ward,-0.7465874319261002,36.57186331499358,5.57,13.5
Magumu Ward,-0.8534566128095805,36.57890465210677,5.62,12.3
Geta Ward,-0.4102894003505176,36.577708935202,4.95,12.0
Karau Ward,-0.3201652079043254,36.33836466274718,5.48,16.0
Mirangine Ward,-0.1927400790812249,36.23951032521799,5.54,14.3
Kaimbaga Ward,-0.3411444252891406,36.39881585199692,5.57,17.1
Gathanji Ward,-0.0425973589725573,36.30054087990706,5.65,15.1
Gatimu Ward,-0.0223493975680209,36.3782341602856,5.79,15.5
Weru Ward,-0.1283270501203494,36.38637762599086,5.66,16.2
Kiritta Ward,0.0024619171000322,36.44160531364619,5.88,15.7
Central Ward,-0.0709447530176676,36.54293772687242,5.78,16.0
Shamata Ward,-0.2190864121560167,36.55859261046568,5.46,10.3
Dedan kimathi Ward,-0.4279435578009845,36.83393033733403,5.3,14.3
Wamagana Ward,-0.4856853026343055,36.91877620114107,5.33,15.5
Aguthi-gaaki Ward,-0.4961927688516845,37.01867569339914,5.44,16.3
Mweiga Ward,-0.3420473422755435,36.92081901037954,5.6,16.4
Naromoru/kiamathaga Ward,-0.1636779662128882,37.10111837882812,5.77,16.6
Mwiyogo/endarasha Ward,-0.2924817090993431,36.87785390458253,5.82,16.1
Mugunda Ward,-0.1832707477681401,36.75406601966503,5.93,15.1
Gatarakwa Ward,-0.333748931365839,36.73716930759856,5.3,10.3
Thegu river Ward,-0.2851494777009534,37.04418971711144,5.69,16.9
Kabaru Ward,-0.2608132417249809,37.14568276474629,5.48,15.9
Gakawa Ward,-0.0842327994067824,37.09460340684669,5.81,17.3
Ruguru Ward,-0.29561515867004,37.186811054501895,5.17,14.5
Magutu Ward,-0.4118787738359241,37.14142056850798,5.26,16.3
Kakuma Ward,3.609562699335749,34.90189311667967,6.1,28.3
Kalobeyei Ward,3.842042976986925,34.47126821521491,5.86,26.4
Nanaam Ward,4.527362325066178,34.67017055033635,5.81,30.1
Lodwar Township Ward,3.201249707917359,35.64485115457373,6.45,29.8
Kanamkemer Ward,3.065892732019671,35.6684996336003,6.49,29.9
Kotaruk/Lobei Ward,2.6358529248101026,35.30801964680787,6.39,28.2
Loima Ward,3.0125561700212438,34.91745285527799,5.75,21.9
Katilu Ward,2.269608403787673,35.51331396255524,6.38,26.8
Katilia Ward,2.320612696554698,36.36552002422482,6.12,24.6
Lokori/kochodin Ward,1.9563757562235768,36.02121646508775,6.32,29.1
Alale Ward,2.3878713500570568,35.09256694161229,5.88,20.8
Chepareria Ward,1.4086563781480212,35.22728975196529,6.37,22.2
Batei Ward,1.386633715972728,35.34089657897463,6.36,21.5
Lelan Ward,1.2045655130875907,35.308166434733614,5.44,13.4
Tapach Ward,1.2969910469502168,35.41817362586128,5.76,8.5
Lodokejek Ward,0.8801769447160355,36.85649736855781,6.29,18.0
Bidii Ward,1.048204726672375,35.01564572721526,5.76,17.5
Tuwani Ward,1.0264235818720404,34.99047102602839,5.8,17.5
Saboti Ward,0.9498138033919734,34.807276678412684,5.67,17.1
Machewa Ward,0.891362283024985,34.824907148412045,5.77,18.0
Hospital Ward,1.015108000934123,35.03793731381452,5.75,17.9
Sikhendu Ward,0.8416998609666132,34.83789310083169,5.9,19.6
Sitatunga Ward,1.0620986804837842,35.097807298209524,5.66,18.2
Sengwer Ward,1.1087066776003034,35.27024655358812,5.22,15.8
Cherangany  Ward,0.9695897119561026,35.39211147948572,5.47,15.4
Moiben Kuserwo Ward,0.9287542824687386,35.496974648156964,6.07,14.3
Kapsowar Ward,0.9516851298634806,35.56174284747387,6.09,13.6
Arror Ward,0.9409716300928028,35.61395771300965,6.07,22.3
Kamariny Ward,0.6235320423819416,35.478460397490856,6.4,15.4
Emsoo Ward,0.7860162947734419,35.58983070476826,6.09,22.6
Tambach Ward,0.6417896577419616,35.56307913369928,6.24,23.1
Kapchemutwa Ward,0.7636958969132528,35.51513080886832,6.35,15.1
Kaptarakwa Ward,0.4526791402979966,35.516416913849795,6.32,13.8
Chepkorio Ward,0.3574587192502363,35.53308802034356,6.25,13.3
Metkei Ward,0.193005123247753,35.60861878532973,6.02,14.9
Songhor/Soba Ward,-0.0158796424877563,35.260982018384105,5.89,22.1
Tinderet Ward,-0.0403180311639537,35.365107289424735,5.66,19.2
Chemelil/chemase Ward,-0.0140572448491792,35.09644167413396,5.9,23.1
Kapsimotwo Ward,0.0507602064580202,35.157211205454765,5.66,18.3
Ol'lessos Ward,0.1806923311146903,35.30688734187641,5.76,17.6
Kapchorua Ward,0.0755141619329815,35.34753447878831,5.34,15.6
Kosirai Ward,0.2739048390938894,35.139616890636084,5.79,18.3
Kaptel/kamoiywo Ward,0.2997174371751848,35.05087840653084,5.78,18.6
Kiptuiya Ward,0.1886967778271114,35.015680147576056,5.73,19.1
Kapkangani Ward,0.197380365481781,34.9594524107208,5.79,20.1
Chepterwai Ward,0.5234750798654949,34.93396603259904,6.0,17.8
Kipkaren Ward,0.5072049872118256,35.02310650674,6.0,20.1
Kurgung/surungai Ward,0.442630990194336,34.975701203194944,5.93,18.5
Kabiyet Ward,0.4304696471326475,35.06700946916434,5.97,19.0
Kabisaga Ward,0.4277847414829518,35.126772149914856,6.0,18.9
Githiga Ward,0.4295226325977059,36.30043418200746,5.93,18.6
Kapkatet Ward,-0.6237335599136201,35.19098135562609,5.67,18.9
Cheptororiet/seretut Ward,-0.4216183905179163,35.19532138731291,5.68,20.1
